SMILES,Name,IC50
N#Cc1cnc(cn1)N(CC2)CCN2c(ncn3)cc3-c4n[nH]c(c45)ccc(c5)OC6(C)CC6,448605,1.8
C1CC1(C)Oc(c2)ccc(c23)[nH]nc3-c4cc(ncn4)N5CCN(CC5)c6ncccn6,448509,4.3
C1CC1(C)Oc(c2)ccc(c23)[nH]nc3-c4cc(ncn4)N(CC5)CCN5c6ncns6,448604,1.5
C1CC1(C)Oc(c2)ccc(c23)[nH]nc3-c4cc(ncn4)N(CC5)CCN5c(o6)nnc6C7CC7,448524,4.1
C1CC1CN2CCN(CC2=O)c(ncn3)cc3-c4n[nH]c(c45)ccc(c5)OC6(C)CC6,448551,1.5
O1CCCC1CN2CCN(CC2)c(ncn3)cc3-c4n[nH]c(c45)ccc(c5)OC6(C)CC6,448574,0.7
FC(F)(F)CCN1CCN(CC1)c(ncn2)cc2-c3n[nH]c(c34)ccc(c4)OC5(C)CC5,448586,1
FCCN1CCN(CC1=O)c(ncn2)cc2-c3n[nH]c(c34)ccc(c4)OC5(C)CC5,448679,1.81
FCCN1CCN(CC1)c(ncn2)cc2-c3n[nH]c(c34)ccc(c4)OC5(C)CC5,448683,0.45
OCCN1CCN(CC1=O)c(ncn2)cc2-c3n[nH]c(c34)ccc(c4)OC5(C)CC5,448684,0.73
OCCN1CCN(CC1)c(ncn2)cc2-c3n[nH]c(c34)ccc(c4)OC5(C)CC5,448471,1.17
C1CC1(C)Oc(c2)ccc(c23)[nH]nc3-c4cc(ncn4)N(CC5)CCN5CCOCCOCCOCCOc(c6)ccc(c67)C(=O)N(C7=O)C(C8=O)CCC(=O)N8,51533886,0.98
o1cccc1CN2CCN(CC2)c(ncn3)cc3-c4n[nH]c(c45)ccc(c5)OC6(C)CC6,448577,1.7
c1cnccc1CN2CCN(CC2)c(ncn3)cc3-c4n[nH]c(c45)ccc(c5)OC6(C)CC6,448540,2.1
n1cocc1CN2CCN(CC2)c(ncn3)cc3-c4n[nH]c(c45)ccc(c5)OC6(C)CC6,448578,1.9
o1ccnc1CN2CCN(CC2)c(ncn3)cc3-c4n[nH]c(c45)ccc(c5)OC6(C)CC6,448579,1.2
C1CC1(C)Oc(c2)ccc(c23)[nH]nc3-c4cc(ncn4)N(C5)CCN(C56)C(=O)OC6,448570,1.6
C1CC1(C)Oc(c2)ccc(c23)[nH]nc3-c4cc(ncn4)N5CCN(CC6)CCC56,448543,8.2
C1CC1(C)Oc(c2)ccc(c23)[nH]nc3-c4cc(ncn4)N(C5)CCN(C56)CCC6,448532,1.9
C1CC1(C)Oc(c2)ccc(c23)[nH]nc3-c4cc(ncn4)N(CCO5)CC5(C)C,448568,1.8
FC(F)(F)C1CN(CCO1)c(ncn2)cc2-c3n[nH]c(c34)ccc(c4)OC5(C)CC5,448558,3.2
c1ccccc1OCC2CN(CCO2)c(ncn3)cc3-c4n[nH]c(c45)ccc(c5)OC6(C)CC6,448560,2.8
C1CC1(C)Oc(c2)ccc(c23)[nH]nc3-c4cc(ncn4)N(CCO5)CC56CC6,448469,1.51
C1CC1(C)Oc(c2)ccc(c23)[nH]nc3-c4cc(ncn4)N(CCO5)CC56CCCC6,448557,1.6
C1CC1(C)Oc(c2)ccc(c23)[nH]nc3-c4cc(ncn4)N5CCOCC5,448685,0.6
OC[C@H]1CN(CCO1)c(ncn2)cc2-c3n[nH]c(c34)ccc(c4)OC5(C)CC5,448686,0.75
C1CC1(C)Oc(c2)ccc(c23)[nH]nc3-c4cc(ncn4)N(CCO5)C[C@@H]5c6ccccc6,448554,6
OC[C@@H]1CN(CCO1)c(ncn2)cc2-c3n[nH]c(c34)ccc(c4)OC5(C)CC5,448687,0.78
C1CC1(C)Oc(c2)ccc(c23)[nH]nc3-c4cc(ncn4)N(C5)CC[C@H]5F,448528,3.3
C1CC1(C)Oc(c2)ccc(c23)[nH]nc3-c4cc(ncn4)N(C5)CC[C@H]5N,448482,1.99
C1CC1(C)Oc(c2)ccc(c23)[nH]nc3-c4cc(ncn4)N(C5)CC[C@@H]5F,448529,2.7
C1CC1(C)Oc(c2)ccc(c23)[nH]nc3-c4cc(ncn4)N(C5)CC[C@@H]5N,448483,2.19
C1CC1(C)Oc(c2)ccc(c23)[nH]nc3-c4cc(ncn4)N(C5)CCc(c56)oc(n6)C7CC7,448519,7.7
C1CC1(C)Oc(c2)ccc(c23)[nH]nc3-c4cc(ncn4)N(C5)CCn(c56)nc(n6)C7CC7,448542,4.2
C1CC1(C)Oc(c2)ccc(c23)[nH]nc3-c4cc(ncn4)N(C5)CCn(c56)ncn6,448547,3.9
c1ccccc1CN2C[C@H](C[C@H]23)N(C3)c(ncn4)cc4-c5n[nH]c(c56)ccc(c6)OC7(C)CC7,448550,5.8
C1CC1(C)Oc(c2)ccc(c23)[nH]nc3-c4cc(ncn4)N5C[C@H](C[C@H]56)OC6,448541,6.3
C1CC1(C)Oc(c2)ccc(c23)[nH]nc3-c4cc(ncn4)N(C5)C[C@H](F)[C@H]5F,448470,3.92
n1nc(C(F)(F)F)n(c12)C(C)(C)CN(C2)c(ncn3)cc3-c4n[nH]c(c45)ccc(c5)OC6(C)CC6,448561,5.5
C1CC1(C)n(c2)ncc2Nc(nc3)nc(c34)cc(c(Cl)c4)N(CC5)CCN5C6(C)COC6,1325056,1.12
C1CC1(C)n(c2)ncc2-n(nc3)c(c34)cc(c(Cl)c4)C5CCN(CC5)C6(C)COC6,1427723,11.4
C1CC1(C)n(nc2)c(Cl)c2Nc(nc3)nc(c34)cc(c(Cl)c4)N(C5)CC56CC(C)(C6)O,1325067,1.6
FC(F)(F)CN(C1)CC12CN(C2)c(c(Cl)c3)cc(c34)nc(nc4)Nc5c(Cl)n(nc5)C6(C)CC6,1325078,29.4
C1CC1(C)n(nc2)c(Cl)c2Nc(nc3)nc(c34)cc(c(Cl)c4)N(CC5)CCC5(C)O,1325074,0.625
C1CC1(C)n(nc2)c(Cl)c2Nc(nc3)nc(c34)cc(c(Cl)c4)N(CC5)CCC5N(C6)CC6(F)F,1325072,2.02
C1CC1(C)n(nc2)c(Cl)c2Nc(nc3)nc(c34)cc(c(Cl)c4)N(CC5)CCC5N(C6)CC6F,1325079,0.625
C1CC1(C)n(nc2)c(Cl)c2Nc(nc3)nc(c34)cc(c(Cl)c4)N(CC5)CCN5C6(C)CCOC6,1325228,3.04
C1CC1(C)n(nc2)c(Cl)c2Nc(nc3)nc(c34)cc(c(Cl)c4)N(CC5)CCN5C6(C)COC6,1325062,0.625
C1CC1(C)n(nc2)c(Cl)c2Nc(nc3)nc(c34)cc(c(Cl)c4)N(CC5)CCN5C6COC6,1325002,0.954
N#CCCN1CCN(CC1)c(c(Cl)c2)cc(c23)nc(nc3)Nc4c(Cl)n(nc4)C5(C)CC5,1325000,1.07
C1CC1(C)n(nc2)c(Cl)c2Nc(nc3)nc(c34)cc(c(Cl)c4)N(C5)CCn(c56)cnn6,1325085,1.27
C1OCCC1C2(C)C(C2)C(=O)Nc(c3)ncc(c34)cc(Cl)c(c4)N(CC5)CCN5C6(C)C(O)COC6,51473424,0.1
N#CC1(C)CCN(CC1)c(c2)c(Cl)cc(c23)cnc(c3)NC(=O)C(C4)C45CCOCC5,1159187,208
C#CC1(C)CCN(CC1)c(c2)c(Cl)cc(c23)cnc(c3)NC(=O)[C@H]4[C@@H](C4)c5cncnc5,1159205,6.17
C#CC1(C)CCN(CC1)c(c2)c(Cl)cc(c23)cnc(c3)NC(=O)[C@@H]4[C@H](C4)c5cncnc5,1159206,426
C1OCCC1(C)N2CCN(CC2)c(c(Cl)c3)cc(c34)nc(nc4)Nc5c(Cl)n(C(C6(F)F)C6)nc5,1325040,0.2
C1CC1C(=O)Nc(c2)ncc(c23)cc(Cl)c(c3)C4CCN(CC4)C5(C)COC5,51567661,3
C1OCC1(C)N(CC2)CCC2c(c(C#N)c3)cc(c34)n(nc4)-c5cnn(c5)C6CC6,51379204,0.625
FC(F)(F)Cn(c1)ncc1-n(nc2)c(c23)cc(c(Cl)c3)C4CCN(CC4)C5(C)COC5,1427730,1.3
FCCn(c1)ncc1-n(nc2)c(c23)cc(c(Cl)c3)C4CCN(CC4)C5(C)COC5,1427729,0.9
FC(F)n(c1)ncc1-n(nc2)c(c23)cc(c(Cl)c3)C4CCN(CC4)C5(C)COC5,1427721,10.1
N#CC12CC(C1)(C2)n(c3)ncc3-n(nc4)c(c45)cc(c(Cl)c5)C6CCN(CC6)C7(C)COC7,1427727,0.625
C1OCC1(C)N(CC2)CCC2c(c(Cl)c3)cc(c34)n(nc4)-c5cnn(c5)C67CC(C6)C7,51379203,0.71
FCC12CC(C1)(C2)n(c3)ncc3-n(nc4)c(c45)cc(c(Cl)c5)C6CCN(CC6)C7(C)COC7,1427726,0.625
C1OCC1(C)N(CC2)CCC2c(c(Cl)c3)cc(c34)n(nc4)-c5cnn(c5)C6CC6,1427719,1.6
FC(F)(F)Cn(c1)ncc1-c(n2)cccc2C(=O)Nc3cc(ncn3)N(CC4)CCN4C5(C)COC5,1446240,6040
C1CC12C(C2)C(=O)Nc(c3)ncc(c34)cc(Cl)c(c4)N(CC5)CCN5C6(C)COC6,1159183,14
FC(F)(F)Cn(n1)ccc1Nc(nc2)nc(c23)cc(c(Cl)c3)N(CC4)CCN4C5(C)COC5,1325103,28.3
C1OCC1(C)N2CCN(CC2)c(c(Cl)c3)cc(c34)nc(nc4)Nc5c(Cl)n(nc5)C6CC(F)C6,1325001,4.01
C1OCC1(C)N2CCN(CC2)c(c(Cl)c3)cc(c34)nc(nc4)Nc5c(Cl)n(C(C6(F)F)C6)nc5,1325100,3.24
C1OCC1(C)N2CCN(CC2)c(c(Cl)c3)cc(c34)nc(nc4)Nc5c(Cl)n(nc5)C6CC6,1325098,2.32
C1OCC1(C)N2CCN(CC2)c(c(Cl)c3)cc(c34)nc(nc4)Nc5c(Cl)n(nc5)C6CCC6,1325090,4.61
C1OCC1(C)N2CCN(CC2)c(c(Cl)c3)cc(c34)nc(nc4)Nc5c(Cl)n(nc5)C6COC6,1325089,1.87
FC(F)(F)Cn(c1)ncc1Nc(nc2)nc(c23)cc(c(Cl)c3)N(CC4)CCN4C5(C)COC5,1325059,3.03
C1CC1(C#N)Cn(c2)ncc2Nc(nc3)nc(c34)cc(c(Cl)c4)N(CC5)CCN5C6(C)COC6,1325093,1.82
FC1(F)C(C1)Cn(c2)ncc2Nc(nc3)nc(c34)cc(c(Cl)c4)N(CC5)CCN5C6(C)COC6,1325110,4.93
C1CC1Cn(nc2)c(Cl)c2Nc(nc3)nc(c34)cc(c(Cl)c4)N(CC5)CCN5C6(C)COC6,1325088,0.625
C1CCC1Cn(nc2)c(Cl)c2Nc(nc3)nc(c34)cc(c(Cl)c4)N(CC5)CCN5C6(C)COC6,1325094,2.87
C1[C@@H](F)[C@H](F)CC1Cn(c2)ncc2Nc(nc3)nc(c34)cc(c(Cl)c4)N(CC5)CCN5C6(C)COC6,1325105,23.9
C1[C@H](F)[C@@H](F)CC1Cn(c2)ncc2Nc(nc3)nc(c34)cc(c(Cl)c4)N(CC5)CCN5C6(C)COC6,1325106,8.88
FC(F)[H]Cn(c1)ncc1Nc(nc2)nc(c23)cc(c(Cl)c3)N(CC4)CCN4C5(C)COC5,1325128,5.68
FC(F)n(c1)ncc1Nc(nc2)nc(c23)cc(c(Cl)c3)N(CC4)CCN4C5(C)COC5,1325097,4.13
C1OCC1(C)N2CCN(CC2)c(c(Cl)c3)cc(c34)nc(nc4)Nc5cnn(c5)C6CC6,1325058,2.39
C1CC1(C(F)(F)F)n(nc2)c(Cl)c2Nc(nc3)nc(c34)cc(c(Cl)c4)N(CC5)CCN5C6(C)COC6,1325004,3.68
C1OCC1(C)N2CCN(CC2)c(c(Cl)c3)cc(c34)nc(nc4)Nc5cnn(c56)CCC6,1325060,2.59
FC(F)Cn(nc1)c(Cl)c1Nc(nc2)nc(c23)nc(c(Cl)c3)N(CC4)CCN4C5(C)COC5,1325246,60.8
C1C(F)(F)C12C(C2)C(=O)Nc(c3)ncc(c34)cc(Cl)c(c4)N(CC5)CCN5C6(C)C(O)COC6,1159170,0.81
C1COCCC12C(C2)C(=O)Nc(c3)ncc(c34)cc(C5CC5)c(c4)N(CC6)CCN6C7(C)C(O)COC7,1159221,0.27
n1ccccc1C(C2)C2C(=O)Nc(c3)ncc(c34)cc(F)c(c4)N(CC5)CCN5C6(C)C(O)COC6,1159177,0.32
s1cccc1C(C2)C2C(=O)Nc(c3)ncc(c34)cc(Cl)c(c4)N(CC5)CCN5C6(C)C(O)COC6,51473423,0.081283
C1CC12C(CC2)C(=O)Nc(c3)ncc(c34)cc(Cl)c(c4)N(CC5)CCN5C6(C)C(O)COC6,1159171,0.96
O1CCCC1C(=O)Nc(c2)ncc(c23)cc(Cl)c(c3)N(CC4)CCN4C5(C)C(O)COC5,1159235,3.98
C1COCCC1C(=O)Nc(c2)ncc(c23)cc(Cl)c(c3)N(CC4)CCN4C5(C)C(O)COC5,1159233,1.82
C1OCC(O)C1(C)N2CCN(CC2)c(c3)c(Cl)cc(c34)cnc(c4)Nc5c(Cl)n(C(C6(F)F)C6)nc5,1325179,3.12
C1OCC(O)C1(C)N2CCN(CC2)c(c3)c(Cl)cc(c34)cnc(c4)Nc5c(Cl)n(nc5)C6CC6,1325181,1.21
c1nn(C(F)F)c(Cl)c1Nc(nc2)nc(c23)cc(c(Cl)c3)N(CC4)CCN4C5(C)C(O)COC5,1325039,0.178
C1OCC(O)C1(C)N2CCN(CC2)c(c(Cl)c3)cc(c34)nc(nc4)Nc5c(Cl)n(C(C6(F)F)C6)nc5,1325129,0.08
C1OCC(O)C1(C)N2CCN(CC2)c(c(Cl)c3)cc(c34)nc(nc4)Nc5c(Cl)n(nc5)C6CC6,1324974,0.625
C1OCC(O)C1(C)N2CCN(CC2)c(c(Cl)c3)cc(c34)nc(nc4)Nc5c(Cl)n(nc5)C67CC(F)(C6)C7,1325242,1.69
c1[nH]ncc1-c(n2)scc2C(=O)Nc(c3C(F)F)cn(n3)CC4(C)COC4,1418404,309
c1[nH]ncc1-c(n2)scc2C(=O)Nc3cnn(c3)CC4(C)CCC4,1418321,12
C1OCC1(C)Cn(nc2)c(Cl)c2Nc(nc3)nc(c34)cc(c(Cl)c4)N(CC5)CCN5C6(C)COC6,1325092,1.89
CC(C12)(O)C(C1)CN(C2)c(c(Cl)c3)cc(c34)nc(nc4)Nc5c(Cl)n(nc5)C6CC6,1324969,8.93
C1CC12CC(C#N)(C2)c(cc3)cc(c34)n(nc4)-c(ncn5)cc5N(C6)CC67CC(C)(C7)O,51323680,1
C1CC12[C@@](C#N)(C2)c(cc3)cc(c34)n(nc4)-c(ncn5)cc5N(C6)CC67CC(C)(C7)O,1104597,1.5
C1CC12[C@](C#N)(C2)c(cc3)cc(c34)n(nc4)-c(ncn5)cc5N(C6)CC67CC(C)(C7)O,1104596,2.5
C1CC1C(=O)Nc(c2)ncc(c23)cc(Cl)c(c3)N(C4)CC45CC(C)(C5)O,1159184,19
CC(C1)(O)CC12CN(C2)c(c(Cl)c3)cc(c34)nc(nc4)Nc5c(Cl)n(nc5)C6CC6,1325068,1.05
CC(C1)(O)CC12CN(C2)c(c(Cl)c3)cc(c34)nc(nc4)Nc5cnn(c5)C6CC6,1325063,2.47
CC1(O)CCC(CC1)COc(c2F)nc(nc2)Nc3ccc(cc3)N4CCOCC4,1258044,125
CC1(O)CCN(C1)c(n2)cc(nc2C3CC3)NC(=O)c4cccc(n4)-c5cnn(c5)CC(F)(F)F,1446245,7490
CC1(O)CCN(C1)c(c(Cl)c2)cc(c23)nc(nc3)Nc4c(Cl)n(nc4)C5CC5,51481501,0.169044
FC(F)Cn(nc1)c(Cl)c1Nc(nc2)nc(c23)cc(c(Cl)c3)N(C4)CCC4(C)O,1324941,4.71
CC1(O)CCN(C1)c(cn2)cc(c2C(F)(F)F)NC(=O)c3cccc(n3)-c4cnn(c4)CC(F)(F)F,1446121,1020
CC1(O)CCN(C1)c(cn2)cc(c2C(F)(F)F)NC(=O)c3cccc(n3)-c4cnn(c4)CC5CC5,1446123,3670
CC1(O)CCN(CC1)c(c2Cl)c(Cl)cc(c23)cnc(n3)Nc4c(Cl)n(nc4)C56CC(C5)C6,1325139,1.24
C1CC1C(=O)Nc(c2)ncc(c23)cc(Cl)c(c3)N(CC4)CCC4(C)O,1159181,11
CC1(O)CCN(CC1)c(c(C#N)c2)cc(c23)nc(nc3)Nc4c(Cl)n(nc4)C5CC5,1325034,8.43
CC1(O)CCN(CC1)c(c(Cl)c2)cc(c23)nc(nc3)Nc4c(Cl)n(nc4)C5CC5,1324961,1.39
CC1(O)CCN(CC1)c(c(Cl)c2)cc(c23)nc(nc3)Nc4c(Cl)n(nc4)[C@@H]5[C@@H](F)CN(CC5)C6COC6,1324986,0.625
CC1(O)CCN(CC1)c(c(Cl)c2)cc(c23)nc(nc3)Nc4cnn(c4)C56CC(C5)C6,1325138,0.808
CC1(O)CCN(CC1)c(c(Cl)c2)cc(c23)nc(nc3)Nc4cnn(c4)C5CC5,1324989,5.9
C1CC12CC(C#N)(C2)c(cc3)cc(c34)n(nc4)-c(ncn5)cc5N(C6)CC6(C)O,1110975,2.9
C1CC12[C@@](C#N)(C2)c(cc3)cc(c34)n(nc4)-c(ncn5)cc5N(C6)CC6(C)O,1104607,1.3
CC(C1)(C2)CC12C(=O)Nc(c3)ncc(c34)cc(Cl)c(c4)N(CC5)CCN5C6(C)C(O)COC6,1159173,2.88
C1OC(C)(C2)CC12C(=O)Nc(c3)ncc(c34)cc(Cl)c(c4)N(CC5)CCN5C6(C)C(O)COC6,1159172,16
C1CC1c(c2C(F)(F)F)nc(nc2)Nc(c3C)cn(n3)CC4=C(C)C(C=C4)[C@@H](C5=O)CCN5,1127606,30
c1n[nH]c(c12)ccc(c2)NC(=O)C(Cn(c34)nnn3)=C(C)N4CCN5CCOCC5,51520753,4650
c1n[nH]c(c12)ccc(c2)NC(=O)C(Cn(c34)nnn3)=C(C)N4c5ccccc5,51520755,2.6
C1CC12[C@@](C#N)(C2)c(cc3)cc(c34)n(nc4)-c(ncn5)cc5N(CC6)C(C)C6C(C)(C)O,1104583,1.1
C1CC12[C@](C#N)(C2)c(cc3)cc(c34)n(nc4)-c(ncn5)cc5N(CC6)C(C)C6C(C)(C)O,1104579,0.6
Cn(c1)ncc1-c(n2)cccc2C(=O)Nc(c3C(F)(F)F)cc(nc3)N4CCC(O)C4C,1446198,5380
C1CC1(C)Oc(c2)ccc(c23)[nH]nc3-c4cc(ncn4)N(C5C)CCN(C56)CCC6,448569,2.8
C1CC1n2ncc(c2C)Nc(nc3)nc(c34)cc(c(Cl)c4)N(CC5)C(C)CC5(C)O,1325222,1.06
C[C@@H]1C[C@@H](CCO1)n2c(C(CO3)CC3C)nc(c24)cnc5c4cc(Cl)cc5,1103758,23.1
N#CC(C)(C)n(n1)cc(c1C)Nc(nc2)nc(c2Cl)OCC3CC(C)OC(C)C3,1257942,50
CC1CC(O)CN1c(cn2)cc(c2C(F)(F)F)NC(=O)c3cccc(n3)-c4cnn(c4)CC(F)(F)F,1446120,1000
C1CC1(C)n(nc2)c(Cl)c2Nc(nc3)nc(c34)cc(c(Cl)c4)N(C5)CC56C(C)CC6,1325066,9.09
CC1CCCN(C1)c(c2)cc(cc2c3c45)COC(=O)NCCCOc(c5)ccc4[nH]n3,1348402,10
N#Cc1cc(ccc1)-c2c[nH]c(c23)ncnc3N(C4)CCCC4C,334361,70
CC1CCCN1c(c2)cc(cc2c3c45)COC(=O)NCCCOc(c5)ccc4[nH]n3,1348420,10
N#Cc1cc(ccc1)-c2c[nH]c(c23)ncnc3N(C4)CCC4C,334391,21
N#Cc1cc(ccc1)-c2c[nH]c(c23)ncnc3N(CC4)CCC4C,334382,91
C1OCC1(C)N(CC2)CCC2n(c3)ncc3Nc(nc4)nc(c45)cc(c(Cl)c5)N6CCC6C,1325051,35.3
CC(C)(O)CN(C1)CC1n(c2)ncc2Nc(nc3)nc(c34)cc(c(Cl)c4)N5CCC5C,1325050,34.3
n1[nH]c2ccc(c3)OC(C)CCNC(=O)OCc(cc4c1c23)cc(F)c4,1348415,10
n1[nH]c2ccc(c3)OC(C)CCNC(=O)OCc(cc4c1c23)ccc4,1348394,10
n1[nH]c2ccc(c3)OC(C)CCNC(=O)OCc(n4)cccc4c1c23,1348436,10
n1[nH]c2ccc(c3)OCCC(C)NC(=O)OCc(cc4c1c23)ccc4,1348416,10
n1[nH]c2ccc(c3)OCCC(C)NC(=O)OCCn(c4)ncc4c1c23,1348429,55
C1CC1(C)Oc(c2)ccc(c23)[nH]nc3-c4cc(ncn4)N5CCN(C)CC5C,448494,1.03
CC1CN(C1)C2CCN(CC2)c(c(Cl)c3)cc(c34)nc(nc4)Nc5c(Cl)n(nc5)C6CC6,1324971,12.7
C1CC1(C)n(nc2)c(Cl)c2Nc(nc3)nc(c34)cc(c(Cl)c4)N(CC5)CCC5N(C6)CC6C,1325083,3.52
C1COCCC1N(c2nccc3c24)CC(C)Cc4n[nH]3,1000432,250
C1CC12[C@@](C#N)(C2)c(cc3)cc(c34)n(nc4)-c(ncn5)cc5N(C6)CC(C)C6C(C)(C)O,1104585,0.6
C1CC12[C@](C#N)(C2)c(cc3)cc(c34)n(nc4)-c(ncn5)cc5N(C6)CC(C)C6C(C)(C)O,1104584,2.2
CC(C)(O)C1C(C)CN(C1)c(cn2)cc(c2C(F)(F)F)NC(=O)c3cccc(n3)-c4cnn(c4)CC(F)(F)F,1446112,2060
C1CC1n2ncc(c2C)Nc(nc3)nc(c34)cc(c(Cl)c4)N(CC5)CC(C)C5(C)O,1325030,0.821
C1OCC(O)C1N2CCN(CC2C)c(c(Cl)c3)cc(c34)nc(nc4)Nc5c(Cl)n(nc5)C6CC6,1325231,4.36
CC(C)(O)CN1CCN(CC1C)c(c(Cl)c2)cc(c23)nc(nc3)Nc4c(Cl)n(nc4)C5CC5,1324959,5.49
C1OCC(O)C1N(CC2C)CCN2c(c(Cl)c3)cc(c34)nc(nc4)Nc5c(Cl)n(nc5)C6CC6,1325232,0.088
n1[nH]c2ccc(c3)OCC(C)CNC(=O)OCCn(c4)ncc4c1c23,1348437,10
n1[nH]c2ccc(c3)OCC(C)CNC(=O)OCc(cc4c1c23)ccc4,1348430,10
c12c3c4cnn(c4)C(C)COC(=O)NCCCOc(c2)ccc1[nH]n3,1348454,10
C1CC1(C)Oc(c2)ccc(c23)[nH]nc3-c4cc(ncn4)N5CCOCC5C,448475,2.29
C1CCC1Cn(c2)ncc2NC(=O)c3cccc(n3)-c4cnn(c45)CC(C)CO5,1418416,135
c12c3c4cnn(c4)CC(C)OC(=O)NCCCOc(c2)ccc1[nH]n3,1348438,10
FC(F)(F)c(n1)nn(c12)CCN(C2C)c(ncn3)cc3-c4n[nH]c(c45)cc(F)c(c5)OC6(C)CC6,448652,16.8
N1N=CC(C1C)Nc(nc2)nc(c23)cc(c(Cl)c3)N(CC4)CC(C)C4(C)O,51481503,0.064565
c12c3c4cc(C)c(F)c(c4)C(C)OC(=O)NCCCOc(c2)ccc1[nH]n3,1348434,10
c12c3c4cc(c(C)c(F)c4)C(C)OC(=O)NCCCOc(c2)ccc1[nH]n3,1348432,55
c12c3c4cc(cc(F)c4)C(C)OC(=O)NCCCOc(c2)ccc1[nH]n3,1348400,10
c12c3c4cc(ccc4)C(C)OC(=O)NCCCOc(c2)ccc1[nH]n3,1348366,10
c12c3c4cccc(n4)C(C)OC(=O)NCCCOc(c2)ccc1[nH]n3,1348455,55
c12c3c4cc(cnc4)C(C)OC(=O)NCCCOc(c2)ccc1[nH]n3,1348451,10
CCC(=O)N1CCN(CC1)c(ncn2)cc2-c3n[nH]c(c34)cc(F)c(c4)OC(C)C,417709,4.32
CCC(=O)N1CCN(CC1)c(ncn2)cc2-c3n[nH]c(c34)ccc(c4)OC(C)C,417698,4.26
CCC(=O)N1CCN(CC1)c(ncn2)cc2-c3n[nH]c(c34)ccc(c4)OC5(C)CC5,448500,0.87
CCC(=O)Nc(cc1)ccc1C(=O)Nc2ccc(cc2)Nc(n3)ncc(N(C)C4=O)c3N(C)c(c45)ccc(C)c5,51111235,714
c1cccc(c12)N(C(C)CC)c3c(N(C)C2=O)cnc(n3)Nc4c(OC)cc(cc4)N(CC5)CCN5C,51333999,743
CCC(C)Sc1c(C(=O)N)nnc(c12)cc(cc2)-c3ccc(cc3)S(=O)(=O)C,537867,12000
c1cccc(c1c2c34)c(=O)n(C(C)CC)c4nccc3[nH]n2,1000423,120
CCC(CC)Nc1c(C(=O)N)nnc(c12)cc(cc2)-c3ccncc3,537862,26
C1CCCCN1C(=O)C(CC)Sc(cc2)nn(c23)c(nn3)-c4cccs4,51566234,75
COC(=O)C(CC)Sc(cc1)nn(c12)c(nn2)-c3cccs3,51059064,338
CCC1(CC1)Oc(c2)ccc(c23)[nH]nc3-c4cc(ncn4)N(C5)CC(O6)CCC56,448664,3.2
CCC1(CC1)Oc(c2)ccc(c23)[nH]nc3-c4cc(ncn4)N(CC5=O)CCN5C,448671,1.27
CCC1(CC1)Oc(c2)ccc(c23)[nH]nc3-c4cc(ncn4)N(CC5)CCN5C,448673,1.49
CCC1(CC1)Oc(c2)ccc(c23)[nH]nc3-c4cc(ncn4)N5CCN(CC5)S(=O)(=O)C,448674,0.67
CCC1(CC1)Oc(c2)ccc(c23)[nH]nc3-c4cc(ncn4)N5CCOCC5,448663,0.95
CCC1(CC1)Oc(c2)ccc(c23)[nH]nc3-c4cc(ncn4)N(CCO5)C[C@@H]5C,448662,1.61
CCC1(CC1)Oc(c2)ccc(c23)[nH]nc3-c4cc(ncn4)N(CCO5)C[C@H]5C,448666,0.99
CCC1(CC1)Oc(c2)ccc(c23)[nH]nc3-c4cc(ncn4)N(C5)CC[C@H]5N,448667,1.98
CCC1(CC1)Oc(c2)ccc(c23)[nH]nc3-c4cc(ncn4)N(C5)CC[C@@H]5N,448668,3.43
CCC1(CC1)Oc(c2)ccc(c23)[nH]nc3-c4cc(ncn4)N(C[C@H]5C)C[C@@H](O5)C,448665,1.14
CCC1(CC1)Oc(c2)ccc(c23)[nH]nc3-c4cc(ncn4)N5C[C@H](N)C[C@@H]5C,448670,2.59
CCC1(CC1)Oc(c2)ccc(c23)[nH]nc3-c4cc(ncn4)N5C[C@H](O)[C@@H](N)[C@@H]5C,448669,3.1
CCC1(CC1)Oc(c2)ccc(c23)[nH]nc3-c4cc(ncn4)N5C[C@H](O)[C@@H](O)[C@@H]5C,448672,1.63
C1OCC1(CC)N2CCN(CC2)c(c(Cl)c3)cc(c34)nc(nc4)Nc5c(Cl)n(nc5)C6CC6,1325070,15.7
C1OCC1(CC)N2CCN(CC2)c(c(Cl)c3)cc(c34)nc(nc4)Nc5c(Cl)n(nc5)C6(C)CC6,1325069,5.28
C1OCC1(CC)Oc(c2)ccc(c23)[nH]nc3-c4cc(ncn4)N(C5)CC(O6)CCC56,448657,2.8
C1OCC1(CC)Oc(c2)ccc(c23)[nH]nc3-c4cc(ncn4)N(CCO5)C[C@H]5C,448655,1.51
C1OCC1(CC)Oc(c2)ccc(c23)[nH]nc3-c4cc(ncn4)N(C[C@H]5C)C[C@@H](O5)C,448656,0.89
C1COCCC12C(C2)C(=O)Nc(c3)ncc(c34)cc(C)c(c4)N(CC5)CCN5C6(CC)C(O)COC6,1159222,0.21
C1COCCC12C(C2)C(=O)Nc(c3)ncc(c34)cc(Cl)c(c4)N(CC5)CCN5C6(CC)C(O)COC6,1159176,0.37
n1nnn(c12)CC(=C(CC)N2C)C(=O)Nc(c3)ccc(c34)[nH]nc4,51520751,244
